bleu_1,bleu_2,bleu_3,bleu_4,meteor,exact_match,avg_length
0.20948290508129147,0.13502163020035837,0.09861461270484516,0.07215704985811126,0.21734195781423213,0.015120465245084464,6.872002215452783
